Date,Adj Close
03/01/2017,62.291275
04/01/2017,62.654182
05/01/2017,62.790268
06/01/2017,61.928387
09/01/2017,62.336643
10/01/2017,61.901165
11/01/2017,62.173325
12/01/2017,61.665287
13/01/2017,60.903202
17/01/2017,62.07354
18/01/2017,61.792313
19/01/2017,61.347748
20/01/2017,60.948578
23/01/2017,60.467731
24/01/2017,61.148167
25/01/2017,60.685474
26/01/2017,60.540314
27/01/2017,59.569565
30/01/2017,60.259068
31/01/2017,60.54937
01/02/2017,60.086689
02/02/2017,60.513096
03/02/2017,60.331642
06/02/2017,60.240917
07/02/2017,60.685474
08/02/2017,61.520138
09/02/2017,62.67234
10/02/2017,61.710648
13/02/2017,61.483837
14/02/2017,62.291275
15/02/2017,62.318497
16/02/2017,62.481812
17/02/2017,62.935417
21/02/2017,64.822502
22/02/2017,65.058372
23/02/2017,64.69548
24/02/2017,65.675316
27/02/2017,65.085594
28/02/2017,64.350739
01/03/2017,63.915249
02/03/2017,64.19651
03/03/2017,63.534214
06/03/2017,63.398125
07/03/2017,63.389057
08/03/2017,63.791161
09/03/2017,63.846001
10/03/2017,64.065331
13/03/2017,63.928261
14/03/2017,64.631973
15/03/2017,64.504044
16/03/2017,64.376076
17/03/2017,63.873428
20/03/2017,63.955673
21/03/2017,63.882545
22/03/2017,64.202438
23/03/2017,63.846001
24/03/2017,63.617523
27/03/2017,63.663239
28/03/2017,64.266411
29/03/2017,64.650261
30/03/2017,65.427063
31/03/2017,65.874901
03/04/2017,65.646416
04/04/2017,65.810928
05/04/2017,65.481918
06/04/2017,65.280853
07/04/2017,66.624306
10/04/2017,66.770531
11/04/2017,67.108681
12/04/2017,67.117813
13/04/2017,66.852791
17/04/2017,67.163521
18/04/2017,67.529083
19/04/2017,67.693588
20/04/2017,68.360718
21/04/2017,68.488686
24/04/2017,68.342453
25/04/2017,68.589218
26/04/2017,68.936501
27/04/2017,68.945641
28/04/2017,68.708023
01/05/2017,68.753708
02/05/2017,69.018745
03/05/2017,69.238091
04/05/2017,69.76815
05/05/2017,69.914391
08/05/2017,69.567116
09/05/2017,70.115456
10/05/2017,70.566269
11/05/2017,70.041832
12/05/2017,69.655434
15/05/2017,70.189049
16/05/2017,69.103409
17/05/2017,69.11264
18/05/2017,71.339096
19/05/2017,72.470718
22/05/2017,72.268326
23/05/2017,72.21312
24/05/2017,71.900299
25/05/2017,72.047516
26/05/2017,71.881897
30/05/2017,71.900299
31/05/2017,72.314308
01/06/2017,73.427551
02/06/2017,73.252754
05/06/2017,73.84156
06/06/2017,72.61795
07/06/2017,72.820335
08/06/2017,72.61795
09/06/2017,73.068748
12/06/2017,72.90316
13/06/2017,73.160744
14/06/2017,73.510353
15/06/2017,72.599533
16/06/2017,69.223022
19/06/2017,69.462242
20/06/2017,69.499039
21/06/2017,70.143044
22/06/2017,69.480614
23/06/2017,68.855003
26/06/2017,69.462242
27/06/2017,69.931458
28/06/2017,70.391449
29/06/2017,69.857857
30/06/2017,69.627846
03/07/2017,69.333412
05/07/2017,69.296631
06/07/2017,69.434647
07/07/2017,69.305817
10/07/2017,67.373772
11/07/2017,67.594566
12/07/2017,68.02697
13/07/2017,69.048233
14/07/2017,70.235054
17/07/2017,70.26265
18/07/2017,70.106247
19/07/2017,69.802635
20/07/2017,69.940651
21/07/2017,70.060249
24/07/2017,70.741074
25/07/2017,72.240707
26/07/2017,72.590347
27/07/2017,73.399971
28/07/2017,73.427551
31/07/2017,73.59317
01/08/2017,74.062401
02/08/2017,74.089973
03/08/2017,74.402786
04/08/2017,74.043976
07/08/2017,74.779984
08/08/2017,75.065193
09/08/2017,75.555893
10/08/2017,74.676384
11/08/2017,74.435646
14/08/2017,74.713394
15/08/2017,74.778206
16/08/2017,74.972618
17/08/2017,73.787582
18/08/2017,73.426498
21/08/2017,73.796844
22/08/2017,74.083824
23/08/2017,74.028305
24/08/2017,72.528481
25/08/2017,72.796959
28/08/2017,72.241478
29/08/2017,72.926567
30/08/2017,72.713631
31/08/2017,72.278496
01/09/2017,72.556252
05/09/2017,73.88018
06/09/2017,74.139404
07/09/2017,74.17643
08/09/2017,73.028404
11/09/2017,73.213593
12/09/2017,73.704262
13/09/2017,73.935722
14/09/2017,73.769058
15/09/2017,74.417137
18/09/2017,74.065323
19/09/2017,74.11161
20/09/2017,74.528259
21/09/2017,74.074593
22/09/2017,73.630196
25/09/2017,73.278374
26/09/2017,73.500565
27/09/2017,73.407982
28/09/2017,73.093216
29/09/2017,72.343307
02/10/2017,72.630318
03/10/2017,73.343201
04/10/2017,73.222832
05/10/2017,73.519089
06/10/2017,73.139511
09/10/2017,74.556
10/10/2017,77.888947
11/10/2017,79.370247
12/10/2017,79.712807
13/10/2017,80.194237
16/10/2017,79.379509
17/10/2017,79.601707
18/10/2017,79.823929
19/10/2017,79.990562
20/10/2017,80.9534
23/10/2017,82.073654
24/10/2017,81.453354
25/10/2017,81.916245
26/10/2017,82.045868
27/10/2017,81.629234
30/10/2017,80.499733
31/10/2017,80.833046
01/11/2017,81.416321
02/11/2017,82.212494
03/11/2017,83.027229
06/11/2017,82.119919
07/11/2017,82.351372
08/11/2017,83.564209
09/11/2017,83.601227
10/11/2017,84.175247
13/11/2017,84.240051
14/11/2017,84.332634
15/11/2017,83.1661
16/11/2017,92.229866
17/11/2017,90.239349
20/11/2017,90.248604
21/11/2017,89.359818
22/11/2017,89.257973
24/11/2017,89.452408
27/11/2017,89.452408
28/11/2017,89.59127
29/11/2017,90.32267
30/11/2017,90.017143
01/12/2017,90.128258
04/12/2017,89.813461
05/12/2017,90.572647
06/12/2017,90.063446
07/12/2017,90.072739
08/12/2017,89.858688
11/12/2017,90.212357
12/12/2017,89.998283
13/12/2017,90.984825
14/12/2017,90.398483
15/12/2017,90.379868
18/12/2017,91.11512
19/12/2017,91.952744
20/12/2017,91.906219
21/12/2017,91.26403
22/12/2017,91.403641
26/12/2017,92.287804
27/12/2017,92.380867
28/12/2017,92.511177
29/12/2017,91.906219
02/01/2018,91.757309
03/01/2018,92.557709
04/01/2018,92.641464
05/01/2018,93.190582
08/01/2018,94.567993
09/01/2018,93.432556
10/01/2018,92.762459
11/01/2018,93.088173
12/01/2018,93.879295
16/01/2018,93.711754
17/01/2018,95.582451
18/01/2018,97.071571
19/01/2018,97.341476
22/01/2018,98.141876
23/01/2018,98.560684
24/01/2018,98.458313
25/01/2018,99.212173
26/01/2018,100.878113
29/01/2018,101.957726
30/01/2018,100.26387
31/01/2018,99.212173
01/02/2018,98.207024
02/02/2018,97.239105
05/02/2018,93.153351
06/02/2018,93.907219
07/02/2018,95.722061
08/02/2018,93.088173
09/02/2018,92.483231
12/02/2018,92.650772
13/02/2018,93.981667
14/02/2018,94.651764
15/02/2018,96.075729
16/02/2018,97.518311
20/02/2018,87.587776
21/02/2018,85.177277
22/02/2018,86.340652
23/02/2018,86.452339
26/02/2018,86.666405
27/02/2018,85.177277
28/02/2018,83.771942
01/03/2018,82.906403
02/03/2018,82.617867
05/03/2018,83.744011
06/03/2018,82.887779
07/03/2018,81.659241
08/03/2018,82.314629
09/03/2018,83.063622
12/03/2018,82.455063
13/03/2018,82.670403
14/03/2018,82.080566
15/03/2018,81.930771
16/03/2018,83.484947
19/03/2018,81.874588
20/03/2018,82.342712
21/03/2018,82.558044
22/03/2018,81.584358
23/03/2018,79.973999
26/03/2018,81.921402
27/03/2018,80.563858
28/03/2018,82.174187
29/03/2018,83.297691
02/04/2018,80.095718
03/04/2018,81.266029
04/04/2018,81.659256
05/04/2018,82.211632
06/04/2018,81.16304
09/04/2018,80.77919
10/04/2018,80.938339
11/04/2018,80.432777
12/04/2018,79.983368
13/04/2018,80.535751
16/04/2018,81.303474
17/04/2018,82.295898
18/04/2018,81.986931
19/04/2018,82.286552
20/04/2018,81.434555
23/04/2018,80.610657
24/04/2018,81.013237
25/04/2018,81.61245
26/04/2018,82.333351
27/04/2018,81.724792
30/04/2018,82.82019
01/05/2018,81.837143
02/05/2018,80.835365
03/05/2018,80.732361
04/05/2018,81.949486
07/05/2018,80.020828
08/05/2018,80.273613
09/05/2018,77.764481
10/05/2018,77.905807
11/05/2018,78.555862
14/05/2018,79.507431
15/05/2018,79.629913
16/05/2018,81.146759
17/05/2018,79.601654
18/05/2018,78.800835
21/05/2018,79.620499
22/05/2018,78.546448
23/05/2018,78.207283
24/05/2018,78.056541
25/05/2018,77.689095
29/05/2018,77.632576
30/05/2018,79.253067
31/05/2018,77.764465
01/06/2018,78.188423
04/06/2018,80.477837
05/06/2018,79.724136
06/06/2018,79.66758
07/06/2018,80.035034
08/06/2018,79.479187
11/06/2018,79.422646
12/06/2018,79.234215
13/06/2018,79.2248
14/06/2018,78.942146
15/06/2018,78.857353
18/06/2018,78.197861
19/06/2018,78.772568
20/06/2018,78.772568
21/06/2018,79.337837
22/06/2018,79.912575
25/06/2018,81.46711
26/06/2018,81.005447
27/06/2018,81.862793
28/06/2018,80.892395
29/06/2018,80.694542
02/07/2018,79.140007
03/07/2018,79.55455
05/07/2018,79.677032
06/07/2018,79.620499
09/07/2018,80.958344
10/07/2018,82.164284
11/07/2018,81.523613
12/07/2018,81.514191
13/07/2018,82.625946
16/07/2018,82.569397
17/07/2018,83.087578
18/07/2018,82.974533
19/07/2018,82.644768
20/07/2018,82.965096
23/07/2018,82.559998
24/07/2018,82.870888
25/07/2018,82.814362
26/07/2018,83.125282
27/07/2018,83.031059
30/07/2018,83.737648
31/07/2018,84.067406
01/08/2018,83.134674
02/08/2018,83.624611
03/08/2018,84.415993
06/08/2018,84.481956
07/08/2018,84.576172
08/08/2018,84.839981
09/08/2018,84.347206
10/08/2018,85.45591
13/08/2018,84.944214
14/08/2018,86.09082
15/08/2018,85.493828
16/08/2018,93.472733
17/08/2018,92.724129
20/08/2018,90.971039
21/08/2018,91.046844
22/08/2018,90.658325
23/08/2018,90.194
24/08/2018,89.976028
27/08/2018,89.587517
28/08/2018,91.037376
29/08/2018,90.629883
30/08/2018,91.065796
31/08/2018,90.838364
04/09/2018,90.364563
05/09/2018,91.558556
06/09/2018,91.397469
07/09/2018,90.809937
10/09/2018,91.823891
11/09/2018,91.577507
12/09/2018,90.942604
13/09/2018,90.137131
14/09/2018,89.634895
17/09/2018,89.852852
18/09/2018,90.430893
19/09/2018,90.250847
20/09/2018,90.734123
21/09/2018,90.876282
24/09/2018,89.947601
25/09/2018,90.118187
26/09/2018,89.634895
27/09/2018,89.199013
28/09/2018,88.990524
01/10/2018,89.454849
02/10/2018,90.165565
03/10/2018,89.142136
04/10/2018,89.274803
05/10/2018,88.421951
08/10/2018,89.72966
