Date,Adj Close
03/01/2017,58.185513
04/01/2017,57.925179
05/01/2017,57.925179
06/01/2017,58.427254
09/01/2017,58.241299
10/01/2017,58.22271
11/01/2017,58.752678
12/01/2017,58.213398
13/01/2017,58.297081
17/01/2017,58.139034
18/01/2017,58.111137
19/01/2017,57.925179
20/01/2017,58.334293
23/01/2017,58.538837
24/01/2017,59.059513
25/01/2017,59.208267
26/01/2017,59.756836
27/01/2017,61.160812
30/01/2017,60.55645
31/01/2017,60.110157
01/02/2017,59.115295
02/02/2017,58.734085
03/02/2017,59.208267
06/02/2017,59.171078
07/02/2017,58.975826
08/02/2017,58.892155
09/02/2017,59.561584
10/02/2017,59.505806
13/02/2017,60.175243
14/02/2017,60.399738
15/02/2017,60.362316
16/02/2017,60.352974
17/02/2017,60.446514
21/02/2017,60.324909
22/02/2017,60.2033
23/02/2017,60.446514
24/02/2017,60.446514
27/02/2017,60.081699
28/02/2017,59.847847
01/03/2017,60.745846
02/03/2017,59.875904
03/03/2017,60.100414
06/03/2017,60.119114
07/03/2017,60.24073
08/03/2017,60.792614
09/03/2017,60.549408
10/03/2017,60.736485
13/03/2017,60.530704
14/03/2017,60.250088
15/03/2017,60.568127
16/03/2017,60.465225
17/03/2017,60.680374
20/03/2017,60.736485
21/03/2017,60.062992
22/03/2017,60.830036
23/03/2017,60.680374
24/03/2017,60.783279
27/03/2017,60.895508
28/03/2017,61.073238
29/03/2017,61.241623
30/03/2017,61.46611
31/03/2017,61.60643
03/04/2017,61.316452
04/04/2017,61.484818
05/04/2017,61.325806
06/04/2017,61.484818
07/04/2017,61.438053
10/04/2017,61.297749
11/04/2017,61.25098
12/04/2017,61.017132
13/04/2017,60.755203
17/04/2017,61.25098
18/04/2017,61.166786
19/04/2017,60.839394
20/04/2017,61.269676
21/04/2017,62.111557
24/04/2017,63.168564
25/04/2017,63.533386
26/04/2017,63.4492
27/04/2017,63.860771
28/04/2017,64.038513
01/05/2017,64.927155
02/05/2017,64.824257
03/05/2017,64.618477
04/05/2017,64.365906
05/05/2017,64.54364
08/05/2017,64.487503
09/05/2017,64.581055
10/05/2017,64.833626
11/05/2017,64.038513
12/05/2017,63.963665
15/05/2017,64.01046
16/05/2017,65.299309
17/05/2017,63.483616
18/05/2017,63.699989
19/05/2017,63.681187
22/05/2017,64.396164
23/05/2017,64.612549
24/05/2017,64.697212
25/05/2017,65.49688
26/05/2017,65.816734
30/05/2017,66.240089
31/05/2017,65.70385
01/06/2017,65.948433
02/06/2017,67.510132
05/06/2017,67.999344
06/06/2017,68.225121
07/06/2017,68.102821
08/06/2017,67.688873
